% var #0	var #1	obj #0	const #0	const #1	penalty
4.816311	1.389601	184.655454	0.000000	0.000000	0.000000
1.349339	3.590117	83.631440	0.216261	0.000000	0.216261
1.840291	1.726425	39.404411	0.000000	0.000000	0.000000
3.379438	1.348011	6.380337	0.000000	0.000000	0.000000
2.108054	3.143763	36.557205	0.000000	0.000000	0.000000
3.807065	4.310055	297.555714	0.000000	0.000000	0.000000
3.164660	3.668107	99.737520	0.000000	0.000000	0.000000
3.559554	3.986128	186.968471	0.000000	0.000000	0.000000
4.724067	4.716377	655.795155	0.000000	0.000000	0.000000
3.372130	2.353087	11.066940	0.000000	0.000000	0.000000
3.585232	1.211954	13.186063	0.000000	0.000000	0.000000
1.867713	1.720297	38.261060	0.000000	0.000000	0.000000
0.391822	0.279491	154.302865	0.000000	0.000000	0.000000
3.807065	4.310055	297.555714	0.000000	0.000000	0.000000
3.164660	2.806267	19.637207	0.000000	0.000000	0.000000
3.779580	3.670944	153.561686	0.000000	0.000000	0.000000
1.962894	2.442111	22.995366	0.000000	0.000000	0.000000
2.119730	3.151533	36.779013	0.000000	0.000000	0.000000
3.574355	0.179664	15.339601	0.000000	0.000000	0.000000
1.840291	1.726425	39.404411	0.000000	0.000000	0.000000
3.596592	1.408830	13.196822	0.000000	0.000000	0.000000
2.068151	2.440846	19.387144	0.000000	0.000000	0.000000
3.835224	2.693825	57.739269	0.000000	0.000000	0.000000
3.346597	2.574472	16.543765	0.000000	0.000000	0.000000
3.297633	1.778057	3.023109	0.000000	0.000000	0.000000
1.998753	0.555927	63.607054	0.000000	0.000000	0.000000
3.807065	0.194469	23.557684	0.000000	0.000000	0.000000
2.187497	1.726425	23.502094	0.000000	0.000000	0.000000
3.372130	0.181298	13.229353	0.000000	0.000000	0.000000
0.348143	2.708609	67.220786	2.976340	0.000000	2.976340
3.338819	1.345145	5.657658	0.000000	0.000000	0.000000
3.382085	1.382915	6.226138	0.000000	0.000000	0.000000
2.526223	1.101580	22.996152	0.000000	0.000000	0.000000
3.393992	3.340708	71.966557	0.000000	0.000000	0.000000
3.582450	1.470803	12.494605	0.000000	0.000000	0.000000
2.492068	1.517593	15.567333	0.000000	0.000000	0.000000
1.820083	1.650476	42.474383	0.000000	0.000000	0.000000
1.859662	2.140639	29.482356	0.000000	0.000000	0.000000
3.409061	0.959307	9.632045	0.000000	0.000000	0.000000
5.398783	2.392901	438.895115	0.000000	0.000000	0.000000
3.596592	1.408830	13.196822	0.000000	0.000000	0.000000
3.297633	1.348011	5.048354	0.000000	0.000000	0.000000
3.779580	1.007624	23.291053	0.000000	0.000000	0.000000
5.435713	1.463666	400.760053	0.000000	0.000000	0.000000
2.078546	1.465190	34.889374	0.000000	0.000000	0.000000
4.400000	2.135955	114.015770	0.000000	0.000000	0.000000
1.310533	0.842424	96.033207	0.000000	0.000000	0.000000
1.998753	0.555927	63.607054	0.000000	0.000000	0.000000
2.221547	1.289845	32.501226	0.000000	0.000000	0.000000
1.998753	0.555927	63.607054	0.000000	0.000000	0.000000
3.414004	3.272854	66.205166	0.000000	0.000000	0.000000
3.582450	1.518051	12.474810	0.000000	0.000000	0.000000
5.016183	0.886374	227.891967	0.000000	0.000000	0.000000
3.779580	2.809104	58.955703	0.000000	0.000000	0.000000
0.383758	0.384108	151.436161	0.000000	0.000000	0.000000
2.492068	1.437534	17.196881	0.000000	0.000000	0.000000
3.341466	1.380049	5.464904	0.000000	0.000000	0.000000
1.857201	1.687225	39.653494	0.000000	0.000000	0.000000
2.068151	2.440846	19.387144	0.000000	0.000000	0.000000
3.379438	1.384484	6.161145	0.000000	0.000000	0.000000
2.034262	2.445761	20.533495	0.000000	0.000000	0.000000
3.286906	2.578592	14.295918	0.000000	0.000000	0.000000
1.901388	1.616458	39.451466	0.000000	0.000000	0.000000
3.313004	1.726425	3.397316	0.000000	0.000000	0.000000
3.221745	1.205827	5.744853	0.000000	0.000000	0.000000
5.356353	1.463831	367.138101	0.000000	0.000000	0.000000
1.984442	0.185109	72.104791	0.000000	0.000000	0.000000
3.807065	0.560714	24.724599	0.000000	0.000000	0.000000
3.371614	0.179664	13.231680	0.000000	0.000000	0.000000
3.574871	2.353087	21.540011	0.000000	0.000000	0.000000
3.807065	0.560714	24.724599	0.000000	0.000000	0.000000
3.297633	1.827061	3.027563	0.000000	0.000000	0.000000
1.998753	0.555927	63.607054	0.000000	0.000000	0.000000
2.410924	1.437534	20.425193	0.000000	0.000000	0.000000
3.164660	2.668202	13.617818	0.000000	0.000000	0.000000
3.582450	1.518051	12.474810	0.000000	0.000000	0.000000
3.582698	1.404423	12.586301	0.000000	0.000000	0.000000
3.596344	1.475210	13.127121	0.000000	0.000000	0.000000
3.338819	1.345145	5.657658	0.000000	0.000000	0.000000
3.585232	1.211954	13.186063	0.000000	0.000000	0.000000
2.119730	3.151533	36.779013	0.000000	0.000000	0.000000
3.379438	1.384484	6.161145	0.000000	0.000000	0.000000
5.435713	1.463666	400.760053	0.000000	0.000000	0.000000
2.078546	1.465190	34.889374	0.000000	0.000000	0.000000
2.187497	1.412580	30.998015	0.000000	0.000000	0.000000
2.068151	2.440846	19.387144	0.000000	0.000000	0.000000
1.920597	1.616458	38.514782	0.000000	0.000000	0.000000
3.362876	1.382915	5.836845	0.000000	0.000000	0.000000
3.308217	0.185004	13.394442	0.000000	0.000000	0.000000
3.796481	1.357476	24.611741	0.000000	0.000000	0.000000
3.337130	0.181298	13.277862	0.000000	0.000000	0.000000
3.376466	1.380049	6.125394	0.000000	0.000000	0.000000
1.310533	0.842424	96.033207	0.000000	0.000000	0.000000
3.221745	1.205827	5.744853	0.000000	0.000000	0.000000
1.962894	2.442111	22.995366	0.000000	0.000000	0.000000
3.313004	1.726425	3.397316	0.000000	0.000000	0.000000
3.409061	0.959307	9.632045	0.000000	0.000000	0.000000
2.034262	2.445761	20.533495	0.000000	0.000000	0.000000
3.596592	1.412402	13.192235	0.000000	0.000000	0.000000
3.286906	2.575020	14.171135	0.000000	0.000000	0.000000
3.382085	1.223157	7.263136	0.000000	0.000000	0.000000
3.585232	1.371712	12.755130	0.000000	0.000000	0.000000
5.356353	1.463831	367.138101	0.000000	0.000000	0.000000
1.998753	0.555927	63.607054	0.000000	0.000000	0.000000
2.496339	1.778057	10.742925	0.000000	0.000000	0.000000
3.293362	1.968350	3.320852	0.000000	0.000000	0.000000
1.836327	1.687225	40.659891	0.000000	0.000000	0.000000
3.367471	2.574472	17.465632	0.000000	0.000000	0.000000
3.313004	1.673512	3.506502	0.000000	0.000000	0.000000
3.286906	2.631505	16.245650	0.000000	0.000000	0.000000
3.582236	1.408830	12.559054	0.000000	0.000000	0.000000
3.596806	1.470803	13.150633	0.000000	0.000000	0.000000
2.500430	1.437534	16.877997	0.000000	0.000000	0.000000
3.371076	1.384484	5.989116	0.000000	0.000000	0.000000
2.055038	0.281397	65.866305	0.000000	0.000000	0.000000
3.384728	2.339113	11.260188	0.000000	0.000000	0.000000
1.962894	1.450349	41.058316	0.000000	0.000000	0.000000
2.078546	2.456952	19.074738	0.000000	0.000000	0.000000
3.349080	1.380049	5.598313	0.000000	0.000000	0.000000
3.409061	1.216866	7.833155	0.000000	0.000000	0.000000
2.034262	2.445761	20.533495	0.000000	0.000000	0.000000
3.582450	1.518051	12.474810	0.000000	0.000000	0.000000
1.860958	2.140639	29.428865	0.000000	0.000000	0.000000
3.573059	0.179664	15.312262	0.000000	0.000000	0.000000
3.221745	1.016946	7.687238	0.000000	0.000000	0.000000
3.779580	1.196504	23.285665	0.000000	0.000000	0.000000
3.338819	1.345145	5.657658	0.000000	0.000000	0.000000
1.901388	1.616458	39.451466	0.000000	0.000000	0.000000
3.162954	2.353563	4.741265	0.000000	0.000000	0.000000
3.576576	2.805791	40.932720	0.000000	0.000000	0.000000
3.582236	1.408830	12.559054	0.000000	0.000000	0.000000
3.162954	2.353563	4.741265	0.000000	0.000000	0.000000
3.310436	0.185004	13.382227	0.000000	0.000000	0.000000
3.406842	1.216866	7.787132	0.000000	0.000000	0.000000
3.338819	1.345145	5.657658	0.000000	0.000000	0.000000
3.313004	1.726425	3.397316	0.000000	0.000000	0.000000
3.396994	1.127274	8.217803	0.000000	0.000000	0.000000
3.052454	1.380049	4.265376	0.000000	0.000000	0.000000
3.286906	2.631505	16.245650	0.000000	0.000000	0.000000
3.582450	2.180007	17.893721	0.000000	0.000000	0.000000
4.302616	1.211954	77.625440	0.000000	0.000000	0.000000
3.362876	1.382915	5.836845	0.000000	0.000000	0.000000
3.585232	1.371865	12.754829	0.000000	0.000000	0.000000
2.496339	1.777903	10.745310	0.000000	0.000000	0.000000
2.500430	1.495033	15.708536	0.000000	0.000000	0.000000
3.221745	1.205827	5.744853	0.000000	0.000000	0.000000
3.293362	1.968350	3.320852	0.000000	0.000000	0.000000
3.596344	1.475210	13.127121	0.000000	0.000000	0.000000
3.349080	1.380049	5.598313	0.000000	0.000000	0.000000
3.796481	1.357476	24.611741	0.000000	0.000000	0.000000
3.311940	2.355245	8.858190	0.000000	0.000000	0.000000
3.372140	1.384484	6.010621	0.000000	0.000000	0.000000
3.379438	1.384484	6.161145	0.000000	0.000000	0.000000
3.582450	1.518051	12.474810	0.000000	0.000000	0.000000
2.467047	0.181298	42.646181	0.000000	0.000000	0.000000
3.287283	2.575020	14.185124	0.000000	0.000000	0.000000
2.073786	1.782562	27.233325	0.000000	0.000000	0.000000
3.302393	2.501451	12.346651	0.000000	0.000000	0.000000
3.338819	1.345145	5.657658	0.000000	0.000000	0.000000
2.078546	1.465190	34.889374	0.000000	0.000000	0.000000
3.221745	1.016946	7.687238	0.000000	0.000000	0.000000
3.443351	1.345145	7.900788	0.000000	0.000000	0.000000
1.655078	2.140639	38.036871	0.000000	0.000000	0.000000
3.427625	1.205827	8.307264	0.000000	0.000000	0.000000
3.596344	0.969228	14.499461	0.000000	0.000000	0.000000
3.409061	0.661594	11.589710	0.000000	0.000000	0.000000
2.063741	1.211044	42.618443	0.000000	0.000000	0.000000
3.484385	1.451259	8.706090	0.000000	0.000000	0.000000
3.155416	1.187915	5.942542	0.000000	0.000000	0.000000
3.346357	2.510793	14.362961	0.000000	0.000000	0.000000
3.288617	1.357227	4.868469	0.000000	0.000000	0.000000
3.377727	2.602276	18.987779	0.000000	0.000000	0.000000
2.478271	1.812802	10.800669	0.000000	0.000000	0.000000
3.318517	2.539727	14.180014	0.000000	0.000000	0.000000
2.157715	2.456952	16.537630	0.000000	0.000000	0.000000
3.329892	1.216866	6.496373	0.000000	0.000000	0.000000
3.307925	1.673512	3.405722	0.000000	0.000000	0.000000
3.905344	1.518051	33.914559	0.000000	0.000000	0.000000
3.176215	2.668202	13.945876	0.000000	0.000000	0.000000
3.286078	1.827061	2.783027	0.000000	0.000000	0.000000
2.119730	2.807061	22.683572	0.000000	0.000000	0.000000
3.573059	0.215845	15.357468	0.000000	0.000000	0.000000
3.350133	1.382915	5.598824	0.000000	0.000000	0.000000
3.361824	1.380049	5.834319	0.000000	0.000000	0.000000
3.314389	1.726425	3.426692	0.000000	0.000000	0.000000
3.482190	1.404423	8.789520	0.000000	0.000000	0.000000
3.086839	0.188702	16.680798	0.000000	0.000000	0.000000
3.371076	1.380785	6.011321	0.000000	0.000000	0.000000
3.293362	1.418404	4.471547	0.000000	0.000000	0.000000
3.596592	1.962349	15.393202	0.000000	0.000000	0.000000
3.534473	0.257827	14.617191	0.000000	0.000000	0.000000
3.371076	1.729832	4.790040	0.000000	0.000000	0.000000
2.478271	1.379051	18.968390	0.000000	0.000000	0.000000
3.362876	1.816666	4.631653	0.000000	0.000000	0.000000
3.338819	1.333217	5.741526	0.000000	0.000000	0.000000
3.484385	1.471923	8.647017	0.000000	0.000000	0.000000
2.496339	1.777903	10.745310	0.000000	0.000000	0.000000
3.286078	1.827061	2.783027	0.000000	0.000000	0.000000
3.377727	2.602276	18.987779	0.000000	0.000000	0.000000
3.293362	1.418404	4.471547	0.000000	0.000000	0.000000
3.307105	1.594581	3.668540	0.000000	0.000000	0.000000
3.583270	2.271294	19.936010	0.000000	0.000000	0.000000
3.155416	1.149350	6.379686	0.000000	0.000000	0.000000
3.311940	2.393810	9.753465	0.000000	0.000000	0.000000
3.588270	1.371865	12.886588	0.000000	0.000000	0.000000
3.372140	1.384484	6.010621	0.000000	0.000000	0.000000
3.162954	2.353563	4.741265	0.000000	0.000000	0.000000
3.239357	1.382915	4.183789	0.000000	0.000000	0.000000
3.293362	1.725110	3.002940	0.000000	0.000000	0.000000
3.314389	1.969664	3.859015	0.000000	0.000000	0.000000
4.884495	1.059701	194.695687	0.000000	0.000000	0.000000
3.329892	1.216866	6.496373	0.000000	0.000000	0.000000
3.073581	1.127274	7.233922	0.000000	0.000000	0.000000
3.375868	1.380049	6.113077	0.000000	0.000000	0.000000
3.221745	1.207052	5.732556	0.000000	0.000000	0.000000
3.349080	1.378824	5.606220	0.000000	0.000000	0.000000
2.077230	2.807061	23.782103	0.000000	0.000000	0.000000
3.264246	1.016946	7.750428	0.000000	0.000000	0.000000
3.583042	1.380049	12.644474	0.000000	0.000000	0.000000
3.379438	0.117705	13.298113	0.000000	0.000000	0.000000
3.313004	1.726425	3.397316	0.000000	0.000000	0.000000
3.286078	1.827061	2.783027	0.000000	0.000000	0.000000
3.307925	1.740306	3.271506	0.000000	0.000000	0.000000
2.119730	2.740267	21.096888	0.000000	0.000000	0.000000
3.440445	1.345052	7.823732	0.000000	0.000000	0.000000
3.588138	1.371958	12.880672	0.000000	0.000000	0.000000
3.311175	1.726425	3.358790	0.000000	0.000000	0.000000
3.400208	1.127274	8.276129	0.000000	0.000000	0.000000
3.304485	2.501451	12.424110	0.000000	0.000000	0.000000
3.346988	1.380049	5.561091	0.000000	0.000000	0.000000
3.053259	1.380049	4.259141	0.000000	0.000000	0.000000
3.162150	2.353563	4.724732	0.000000	0.000000	0.000000
3.293362	1.425777	4.419606	0.000000	0.000000	0.000000
3.086839	0.188702	16.680798	0.000000	0.000000	0.000000
3.350133	1.370916	5.676333	0.000000	0.000000	0.000000
3.318517	2.551726	14.583445	0.000000	0.000000	0.000000
2.478271	1.812802	10.800669	0.000000	0.000000	0.000000
3.221745	1.205827	5.744853	0.000000	0.000000	0.000000
3.361824	1.380049	5.834319	0.000000	0.000000	0.000000
3.379438	1.384484	6.161145	0.000000	0.000000	0.000000
3.372140	1.518416	5.319542	0.000000	0.000000	0.000000
3.377727	2.602276	18.987779	0.000000	0.000000	0.000000
3.321587	1.374150	5.184454	0.000000	0.000000	0.000000
3.547932	2.574919	27.428951	0.000000	0.000000	0.000000
3.288617	1.357227	4.868469	0.000000	0.000000	0.000000
3.293362	1.968350	3.320852	0.000000	0.000000	0.000000
3.311943	2.355245	8.858303	0.000000	0.000000	0.000000
2.643026	1.216866	16.098870	0.000000	0.000000	0.000000
3.346357	2.510793	14.362961	0.000000	0.000000	0.000000
3.596592	1.962349	15.393202	0.000000	0.000000	0.000000
3.313004	1.726425	3.397316	0.000000	0.000000	0.000000
3.583270	2.271294	19.936010	0.000000	0.000000	0.000000
3.172804	1.704527	1.444450	0.000000	0.000000	0.000000
3.282708	2.374146	8.307487	0.000000	0.000000	0.000000
2.515689	1.776027	10.151669	0.000000	0.000000	0.000000
3.343527	1.818543	4.112926	0.000000	0.000000	0.000000
3.293362	1.379936	4.752187	0.000000	0.000000	0.000000
3.346988	1.263896	6.375220	0.000000	0.000000	0.000000
3.311175	1.296653	5.619065	0.000000	0.000000	0.000000
3.428050	2.511330	18.125500	0.000000	0.000000	0.000000
3.321587	1.374150	5.184454	0.000000	0.000000	0.000000
3.314389	1.969664	3.859015	0.000000	0.000000	0.000000
3.288617	1.357227	4.868469	0.000000	0.000000	0.000000
3.588138	1.371958	12.880672	0.000000	0.000000	0.000000
3.286078	1.827061	2.783027	0.000000	0.000000	0.000000
3.293362	0.982246	8.204013	0.000000	0.000000	0.000000
3.295108	1.487516	4.036326	0.000000	0.000000	0.000000
3.370394	1.999250	5.698949	0.000000	0.000000	0.000000
3.155416	1.149350	6.379686	0.000000	0.000000	0.000000
3.361824	1.298733	6.370120	0.000000	0.000000	0.000000
3.300195	1.244935	5.913250	0.000000	0.000000	0.000000
3.386091	1.709399	5.209358	0.000000	0.000000	0.000000
3.066037	1.380049	4.166696	0.000000	0.000000	0.000000
3.208968	1.207052	5.702375	0.000000	0.000000	0.000000
3.372291	1.384484	6.013671	0.000000	0.000000	0.000000
3.375717	1.380049	6.109985	0.000000	0.000000	0.000000
3.312478	2.393810	9.772505	0.000000	0.000000	0.000000
3.157093	1.384484	3.833613	0.000000	0.000000	0.000000
2.512785	1.812802	9.697067	0.000000	0.000000	0.000000
3.128441	2.353563	4.082426	0.000000	0.000000	0.000000
3.362301	0.294472	12.968946	0.000000	0.000000	0.000000
3.543248	1.693188	10.896103	0.000000	0.000000	0.000000
3.377727	2.602276	18.987779	0.000000	0.000000	0.000000
3.311175	1.726425	3.358790	0.000000	0.000000	0.000000
3.307925	1.299983	5.551917	0.000000	0.000000	0.000000
3.375868	1.820372	5.010780	0.000000	0.000000	0.000000
3.361824	1.380049	5.834319	0.000000	0.000000	0.000000
3.338819	1.333217	5.741526	0.000000	0.000000	0.000000
3.055274	1.378824	4.258247	0.000000	0.000000	0.000000
3.347066	1.380049	5.562461	0.000000	0.000000	0.000000
3.226065	1.202835	5.788010	0.000000	0.000000	0.000000
3.289042	1.421396	4.393699	0.000000	0.000000	0.000000
3.286180	1.968350	3.149243	0.000000	0.000000	0.000000
