% var #0	var #1	obj #0	const #0	const #1	penalty
0.685729	3.519136	85.994558	4.997258	0.000000	4.997258
0.451499	4.562182	242.352595	15.502359	0.000000	15.502359
3.618247	3.024455	59.417019	0.000000	0.000000	0.000000
4.845292	0.965855	182.199402	0.000000	0.000000	0.000000
0.617803	1.442921	102.679446	0.000000	0.000000	0.000000
2.404168	5.318373	561.190462	9.023429	1.273490	10.296919
4.508658	0.000115	93.220422	0.000000	0.000000	0.000000
4.030567	5.470836	841.713731	4.869846	1.883343	6.753189
2.824500	3.108671	30.129291	0.000000	0.000000	0.000000
5.746307	5.964723	1961.299551	10.134892	3.858891	13.993783
3.399605	4.324196	251.787078	0.000000	0.000000	0.000000
5.130412	5.493837	1234.869288	4.199249	1.975347	6.174596
3.782370	5.429114	765.772141	4.957905	1.716457	6.674362
2.476890	1.301297	20.707500	0.000000	0.000000	0.000000
0.067386	3.525941	86.039822	10.762941	0.000000	10.762941
4.656419	5.540141	1066.864775	4.811214	2.160566	6.971780
2.238061	2.944626	24.560274	0.000000	0.000000	0.000000
0.459922	2.915636	65.826489	3.113236	0.000000	3.113236
2.203826	5.595482	703.251968	13.128004	2.381927	15.509931
1.719183	2.575035	31.736516	0.000000	0.000000	0.000000
0.816875	0.386323	135.338425	0.000000	0.000000	0.000000
0.934489	5.925624	861.406747	25.641397	3.702494	29.343891
4.081915	0.156943	42.232545	0.000000	0.000000	0.000000
2.016300	0.377661	66.428582	0.000000	0.000000	0.000000
0.763533	0.497787	134.255393	0.000000	0.000000	0.000000
3.182182	4.338845	237.239881	0.000000	0.000000	0.000000
0.732287	1.656593	89.980558	0.000000	0.000000	0.000000
1.484331	2.358474	41.453733	0.000000	0.000000	0.000000
2.225885	3.377367	51.108532	0.000000	0.000000	0.000000
2.254349	5.207462	501.011324	8.656257	0.829846	9.486103
4.465419	1.785483	115.462106	0.000000	0.000000	0.000000
5.250189	5.284021	1162.281955	1.983470	1.136083	3.119553
2.507775	1.453311	16.277879	0.000000	0.000000	0.000000
3.678516	4.228335	257.611179	0.000000	0.000000	0.000000
2.507775	1.453311	16.277879	0.000000	0.000000	0.000000
2.238061	2.944626	24.560274	0.000000	0.000000	0.000000
2.820260	0.465509	22.365325	0.000000	0.000000	0.000000
4.846361	1.777114	204.480036	0.000000	0.000000	0.000000
0.871756	0.392756	132.657532	0.000000	0.000000	0.000000
5.610915	0.580402	444.747454	0.000000	0.000000	0.000000
0.688315	0.803830	126.623305	0.000000	0.000000	0.000000
2.942759	2.447811	3.754030	0.000000	0.000000	0.000000
3.072869	2.626720	9.979193	0.000000	0.000000	0.000000
1.719183	2.575035	31.736516	0.000000	0.000000	0.000000
4.791418	0.528123	159.619017	0.000000	0.000000	0.000000
0.617803	1.442921	102.679446	0.000000	0.000000	0.000000
1.208159	1.715014	69.361646	0.000000	0.000000	0.000000
3.311365	1.764130	3.322697	0.000000	0.000000	0.000000
2.131269	0.015857	65.199306	0.000000	0.000000	0.000000
3.075630	1.012640	8.682440	0.000000	0.000000	0.000000
2.378609	3.082801	28.941525	0.000000	0.000000	0.000000
5.126131	3.377367	438.866714	0.000000	0.000000	0.000000
2.339342	1.222436	28.558894	0.000000	0.000000	0.000000
3.537153	4.403057	288.557298	0.000000	0.000000	0.000000
0.763533	0.497787	134.255393	0.000000	0.000000	0.000000
5.021023	0.965855	231.421402	0.000000	0.000000	0.000000
3.595931	4.305903	268.016263	0.000000	0.000000	0.000000
4.988831	3.680864	441.796008	0.000000	0.000000	0.000000
2.979788	0.197561	19.548900	0.000000	0.000000	0.000000
5.667585	2.321975	566.074103	0.000000	0.000000	0.000000
5.139618	2.927098	381.448141	0.000000	0.000000	0.000000
3.182182	4.018019	161.833041	0.000000	0.000000	0.000000
2.121896	0.067698	65.094291	0.000000	0.000000	0.000000
0.883170	3.860789	117.683783	5.853977	0.000000	5.853977
1.638778	4.055657	141.061422	1.746167	0.000000	1.746167
3.946719	3.225739	114.929887	0.000000	0.000000	0.000000
3.607331	2.265176	21.323262	0.000000	0.000000	0.000000
3.778319	2.947286	68.589705	0.000000	0.000000	0.000000
1.005567	4.152924	160.673104	7.202276	0.000000	7.202276
3.841262	3.024455	81.828177	0.000000	0.000000	0.000000
0.909577	1.800628	78.203104	0.000000	0.000000	0.000000
0.732287	1.656593	89.980558	0.000000	0.000000	0.000000
2.257241	0.426022	50.822837	0.000000	0.000000	0.000000
4.192732	3.906090	264.946275	0.000000	0.000000	0.000000
2.106085	0.342046	61.536711	0.000000	0.000000	0.000000
4.131341	0.853161	52.485137	0.000000	0.000000	0.000000
3.043266	5.830480	919.011448	11.823308	3.321921	15.145229
4.825708	3.108671	293.133952	0.000000	0.000000	0.000000
4.074702	0.156943	41.593059	0.000000	0.000000	0.000000
4.906194	4.116314	515.924166	0.000000	0.000000	0.000000
0.616244	1.493741	100.536251	0.000000	0.000000	0.000000
2.629009	0.280112	32.928205	0.000000	0.000000	0.000000
3.564694	0.383106	15.183184	0.000000	0.000000	0.000000
4.494287	4.228335	416.615442	0.000000	0.000000	0.000000
4.656419	4.360224	504.096972	0.000000	0.000000	0.000000
3.182182	5.518763	731.208751	7.761207	2.075051	9.836258
0.485961	4.562182	242.935225	15.190047	0.000000	15.190047
2.248112	4.865478	359.171149	5.245762	0.000000	5.245762
0.763533	0.497787	134.255393	0.000000	0.000000	0.000000
2.121896	0.067698	65.094291	0.000000	0.000000	0.000000
2.238061	2.944626	24.560274	0.000000	0.000000	0.000000
2.582454	1.453311	13.595709	0.000000	0.000000	0.000000
3.624756	2.086519	18.810907	0.000000	0.000000	0.000000
4.243707	1.431943	71.748515	0.000000	0.000000	0.000000
5.617782	0.407641	441.098632	0.000000	0.000000	0.000000
2.399056	0.280112	45.098305	0.000000	0.000000	0.000000
5.665796	0.416310	464.353061	0.000000	0.000000	0.000000
2.971377	2.220079	0.812644	0.000000	0.000000	0.000000
1.370361	1.353077	74.788963	0.000000	0.000000	0.000000
3.419736	4.161140	212.223485	0.000000	0.000000	0.000000
4.221127	0.995920	64.249400	0.000000	0.000000	0.000000
5.689784	0.248717	469.084576	0.000000	0.000000	0.000000
0.623131	1.405298	104.135646	0.000000	0.000000	0.000000
4.737699	2.824294	236.288873	0.000000	0.000000	0.000000
3.774253	2.947286	68.163962	0.000000	0.000000	0.000000
3.072869	2.626720	9.979193	0.000000	0.000000	0.000000
3.358290	1.824754	4.519374	0.000000	0.000000	0.000000
4.215531	3.202709	155.312765	0.000000	0.000000	0.000000
1.484331	2.358474	41.453733	0.000000	0.000000	0.000000
4.342161	3.940081	304.653175	0.000000	0.000000	0.000000
2.849595	0.465509	21.302875	0.000000	0.000000	0.000000
3.611398	2.265176	21.589447	0.000000	0.000000	0.000000
0.534747	1.493815	102.937487	0.000000	0.000000	0.000000
5.552749	3.818482	731.884031	0.000000	0.000000	0.000000
1.781729	0.054184	87.592198	0.000000	0.000000	0.000000
4.380464	4.175693	372.412338	0.000000	0.000000	0.000000
5.599634	0.205302	424.607836	0.000000	0.000000	0.000000
4.465419	1.829276	116.635341	0.000000	0.000000	0.000000
1.719183	2.575035	31.736516	0.000000	0.000000	0.000000
5.783180	4.899816	1267.195211	0.000000	0.000000	0.000000
1.353957	3.377367	66.701624	0.000000	0.000000	0.000000
2.214951	4.770840	324.882371	4.517407	0.000000	4.517407
0.152463	3.545435	87.972376	10.068732	0.000000	10.068732
2.015285	4.368720	205.442574	1.994235	0.000000	1.994235
2.497636	0.218536	40.484877	0.000000	0.000000	0.000000
3.094407	1.301297	4.909122	0.000000	0.000000	0.000000
1.262986	0.965855	94.296635	0.000000	0.000000	0.000000
4.743540	1.715014	175.136545	0.000000	0.000000	0.000000
0.820981	1.690699	85.594330	0.000000	0.000000	0.000000
3.546219	3.646757	124.198892	0.000000	0.000000	0.000000
4.791418	0.570827	160.508315	0.000000	0.000000	0.000000
2.091745	0.989519	47.192029	0.000000	0.000000	0.000000
3.399605	0.279851	13.105884	0.000000	0.000000	0.000000
4.081915	4.201288	314.338585	0.000000	0.000000	0.000000
2.238061	1.083898	36.947796	0.000000	0.000000	0.000000
2.091745	2.850247	24.586189	0.000000	0.000000	0.000000
3.841262	3.024455	81.828177	0.000000	0.000000	0.000000
3.537153	4.403057	288.557298	0.000000	0.000000	0.000000
2.820260	0.465509	22.365325	0.000000	0.000000	0.000000
1.262986	0.965855	94.296635	0.000000	0.000000	0.000000
2.086202	0.057165	67.549293	0.000000	0.000000	0.000000
3.600388	0.393639	16.080600	0.000000	0.000000	0.000000
3.611398	2.265176	21.589447	0.000000	0.000000	0.000000
3.204886	2.944626	28.682857	0.000000	0.000000	0.000000
3.084804	2.628622	10.276986	0.000000	0.000000	0.000000
3.170247	4.016116	160.679998	0.000000	0.000000	0.000000
3.012297	0.837594	11.983495	0.000000	0.000000	0.000000
4.837569	3.283717	320.354651	0.000000	0.000000	0.000000
2.015285	0.234822	69.241664	0.000000	0.000000	0.000000
5.665796	4.550208	1033.201437	0.000000	0.000000	0.000000
1.791446	0.055017	86.938618	0.000000	0.000000	0.000000
2.315324	0.279279	49.951076	0.000000	0.000000	0.000000
2.339342	1.222436	28.558894	0.000000	0.000000	0.000000
0.282462	1.405298	113.026627	0.000000	0.000000	0.000000
3.358290	1.824754	4.519374	0.000000	0.000000	0.000000
3.072869	2.626720	9.979193	0.000000	0.000000	0.000000
0.721090	0.817699	124.835851	0.000000	0.000000	0.000000
3.208078	1.764130	1.577002	0.000000	0.000000	0.000000
3.624756	2.086519	18.810907	0.000000	0.000000	0.000000
2.942759	2.689372	10.205635	0.000000	0.000000	0.000000
0.958073	1.750034	78.299558	0.000000	0.000000	0.000000
5.415658	2.415708	448.430930	0.000000	0.000000	0.000000
2.051025	4.228335	173.759917	0.575273	0.000000	0.575273
4.549347	0.342046	106.219548	0.000000	0.000000	0.000000
4.791418	0.528123	159.619017	0.000000	0.000000	0.000000
0.732287	1.656593	89.980558	0.000000	0.000000	0.000000
2.979788	0.197561	19.548900	0.000000	0.000000	0.000000
3.541417	2.265176	17.288859	0.000000	0.000000	0.000000
2.943642	1.305539	6.591285	0.000000	0.000000	0.000000
4.394472	1.673538	99.736847	0.000000	0.000000	0.000000
2.306136	0.483935	46.905813	0.000000	0.000000	0.000000
1.484331	2.300562	42.250387	0.000000	0.000000	0.000000
3.089027	2.190077	1.320119	0.000000	0.000000	0.000000
4.075081	3.936091	249.009011	0.000000	0.000000	0.000000
2.629009	0.140768	34.515851	0.000000	0.000000	0.000000
2.121896	0.067698	65.094291	0.000000	0.000000	0.000000
1.312856	2.557170	45.874046	0.000000	0.000000	0.000000
4.231224	4.193558	342.687430	0.000000	0.000000	0.000000
0.616244	0.245974	147.609014	0.000000	0.000000	0.000000
4.074702	1.404710	50.017209	0.000000	0.000000	0.000000
3.778319	2.947286	68.589705	0.000000	0.000000	0.000000
2.582454	1.453311	13.595709	0.000000	0.000000	0.000000
1.719183	2.575035	31.736516	0.000000	0.000000	0.000000
2.507775	1.453311	16.277879	0.000000	0.000000	0.000000
2.998657	3.167930	37.759714	0.000000	0.000000	0.000000
3.748212	0.280112	21.153589	0.000000	0.000000	0.000000
2.102393	0.082956	66.130044	0.000000	0.000000	0.000000
2.990880	2.204821	0.748656	0.000000	0.000000	0.000000
3.360915	2.371285	11.048950	0.000000	0.000000	0.000000
4.462794	1.829870	116.143183	0.000000	0.000000	0.000000
3.072869	2.626720	9.979193	0.000000	0.000000	0.000000
3.075630	1.012640	8.682440	0.000000	0.000000	0.000000
3.607331	2.265176	21.323262	0.000000	0.000000	0.000000
2.820260	0.465509	22.365325	0.000000	0.000000	0.000000
2.849287	0.500207	20.884804	0.000000	0.000000	0.000000
2.940036	2.380784	2.586813	0.000000	0.000000	0.000000
3.094407	1.301297	4.909122	0.000000	0.000000	0.000000
2.942759	2.447811	3.754030	0.000000	0.000000	0.000000
0.882955	0.393624	132.112035	0.000000	0.000000	0.000000
4.780219	0.527255	156.979212	0.000000	0.000000	0.000000
3.416421	0.224491	13.286955	0.000000	0.000000	0.000000
4.078017	4.093592	285.973890	0.000000	0.000000	0.000000
3.386846	3.646757	110.766177	0.000000	0.000000	0.000000
3.558978	0.279851	15.095387	0.000000	0.000000	0.000000
0.940026	0.965855	110.018716	0.000000	0.000000	0.000000
4.844530	0.497787	171.789053	0.000000	0.000000	0.000000
0.628924	1.579397	96.479543	0.000000	0.000000	0.000000
1.484331	2.469776	40.371952	0.000000	0.000000	0.000000
2.561829	1.443759	14.499735	0.000000	0.000000	0.000000
3.632022	2.274729	23.211107	0.000000	0.000000	0.000000
4.737699	1.723461	173.930427	0.000000	0.000000	0.000000
3.311365	2.864963	28.434223	0.000000	0.000000	0.000000
2.375820	1.715014	16.085161	0.000000	0.000000	0.000000
4.746329	2.642557	223.162151	0.000000	0.000000	0.000000
3.473337	2.947286	42.714853	0.000000	0.000000	0.000000
2.339342	1.222436	28.558894	0.000000	0.000000	0.000000
3.316896	0.383106	12.653808	0.000000	0.000000	0.000000
0.688315	0.803830	126.623305	0.000000	0.000000	0.000000
3.532197	1.262791	11.012005	0.000000	0.000000	0.000000
4.284861	3.740120	250.302058	0.000000	0.000000	0.000000
2.399056	0.111422	47.403428	0.000000	0.000000	0.000000
2.106085	0.342046	61.536711	0.000000	0.000000	0.000000
2.298553	0.344646	49.859320	0.000000	0.000000	0.000000
3.583444	2.167895	17.718463	0.000000	0.000000	0.000000
4.243707	1.485445	72.458632	0.000000	0.000000	0.000000
1.353957	3.323864	63.321804	0.000000	0.000000	0.000000
3.161593	0.853161	9.698206	0.000000	0.000000	0.000000
4.151930	4.018019	281.991054	0.000000	0.000000	0.000000
2.289847	2.944626	23.594099	0.000000	0.000000	0.000000
5.667585	2.321975	566.074103	0.000000	0.000000	0.000000
0.763533	0.169241	143.554032	0.000000	0.000000	0.000000
0.616244	1.493741	100.536251	0.000000	0.000000	0.000000
1.346467	1.650401	65.383919	0.000000	0.000000	0.000000
3.808411	3.290352	104.453719	0.000000	0.000000	0.000000
3.075995	2.395467	4.026329	0.000000	0.000000	0.000000
5.544550	2.964867	569.405201	0.000000	0.000000	0.000000
2.447942	2.265176	7.855980	0.000000	0.000000	0.000000
3.469295	1.715014	7.915549	0.000000	0.000000	0.000000
4.780219	0.527255	156.979212	0.000000	0.000000	0.000000
2.488420	2.626720	10.459865	0.000000	0.000000	0.000000
2.849287	0.500207	20.884804	0.000000	0.000000	0.000000
2.086202	0.057165	67.549293	0.000000	0.000000	0.000000
2.940036	2.174643	0.480666	0.000000	0.000000	0.000000
3.583444	2.374036	22.693286	0.000000	0.000000	0.000000
2.820260	0.777071	17.935721	0.000000	0.000000	0.000000
3.416421	0.323119	13.094772	0.000000	0.000000	0.000000
3.473337	0.676448	12.448669	0.000000	0.000000	0.000000
2.820260	2.915054	18.660556	0.000000	0.000000	0.000000
3.170247	4.016116	160.679998	0.000000	0.000000	0.000000
2.942759	2.717316	11.208285	0.000000	0.000000	0.000000
3.061006	1.824754	0.409042	0.000000	0.000000	0.000000
3.382088	2.628622	20.242939	0.000000	0.000000	0.000000
3.558978	0.279851	15.095387	0.000000	0.000000	0.000000
4.284861	3.740120	250.302058	0.000000	0.000000	0.000000
3.632022	0.078428	16.454845	0.000000	0.000000	0.000000
2.013950	2.184892	22.694212	0.000000	0.000000	0.000000
1.312856	2.557170	45.874046	0.000000	0.000000	0.000000
1.719183	2.575035	31.736516	0.000000	0.000000	0.000000
2.988703	2.187190	0.611050	0.000000	0.000000	0.000000
3.075047	2.644350	10.620966	0.000000	0.000000	0.000000
1.346467	1.650401	65.383919	0.000000	0.000000	0.000000
3.161593	0.853161	9.698206	0.000000	0.000000	0.000000
3.316896	0.353725	12.785636	0.000000	0.000000	0.000000
2.942759	2.718753	11.261403	0.000000	0.000000	0.000000
2.357876	1.083898	31.001405	0.000000	0.000000	0.000000
0.732287	1.656593	89.980558	0.000000	0.000000	0.000000
0.068214	0.246016	162.762366	0.000000	0.000000	0.000000
4.148418	0.393597	50.871177	0.000000	0.000000	0.000000
2.561829	1.443759	14.499735	0.000000	0.000000	0.000000
0.688315	0.803830	126.623305	0.000000	0.000000	0.000000
3.101213	3.079367	34.057271	0.000000	0.000000	0.000000
3.815679	1.012640	25.564382	0.000000	0.000000	0.000000
2.298553	0.356118	49.662582	0.000000	0.000000	0.000000
2.582454	1.441840	13.816107	0.000000	0.000000	0.000000
3.456036	2.371285	15.314678	0.000000	0.000000	0.000000
3.208078	1.764130	1.577002	0.000000	0.000000	0.000000
3.089027	1.343554	4.447616	0.000000	0.000000	0.000000
2.943642	2.152062	0.364098	0.000000	0.000000	0.000000
2.372459	0.111422	48.967161	0.000000	0.000000	0.000000
3.121004	1.301297	4.778701	0.000000	0.000000	0.000000
2.199829	0.031324	60.602126	0.000000	0.000000	0.000000
3.533465	1.777140	10.739052	0.000000	0.000000	0.000000
2.076016	1.496006	34.193526	0.000000	0.000000	0.000000
2.523504	2.807553	14.928216	0.000000	0.000000	0.000000
1.437203	0.409192	101.789877	0.000000	0.000000	0.000000
2.729524	1.706719	5.239629	0.000000	0.000000	0.000000
1.493506	2.275756	42.275151	0.000000	0.000000	0.000000
3.622848	2.299534	23.227519	0.000000	0.000000	0.000000
3.091227	0.295701	15.921919	0.000000	0.000000	0.000000
3.728465	0.997051	20.384979	0.000000	0.000000	0.000000
0.738131	1.656593	89.788117	0.000000	0.000000	0.000000
2.272266	0.344646	51.406289	0.000000	0.000000	0.000000
2.629009	0.140768	34.515851	0.000000	0.000000	0.000000
2.990880	2.204821	0.748656	0.000000	0.000000	0.000000
0.340468	1.405298	111.793481	0.000000	0.000000	0.000000
1.344090	3.323864	63.527107	0.000000	0.000000	0.000000
2.937015	2.380784	2.576549	0.000000	0.000000	0.000000
3.610352	2.265176	21.520784	0.000000	0.000000	0.000000
2.942759	2.442694	3.656743	0.000000	0.000000	0.000000
1.719183	2.580153	31.752490	0.000000	0.000000	0.000000
2.339342	1.222436	28.558894	0.000000	0.000000	0.000000
3.473337	2.947286	42.714853	0.000000	0.000000	0.000000
2.100070	0.915262	48.700967	0.000000	0.000000	0.000000
3.523873	3.197776	66.860136	0.000000	0.000000	0.000000
3.102826	1.301297	4.861797	0.000000	0.000000	0.000000
3.408003	0.224491	13.246814	0.000000	0.000000	0.000000
2.386675	0.400684	43.867603	0.000000	0.000000	0.000000
2.838432	2.081825	0.771874	0.000000	0.000000	0.000000
1.269540	0.391167	112.055728	0.000000	0.000000	0.000000
2.826895	2.631512	7.714377	0.000000	0.000000	0.000000
3.084804	2.628622	10.276986	0.000000	0.000000	0.000000
2.399056	0.111422	47.403428	0.000000	0.000000	0.000000
3.082518	2.086519	0.536421	0.000000	0.000000	0.000000
3.615107	2.626720	34.403359	0.000000	0.000000	0.000000
1.000755	0.974809	106.919134	0.000000	0.000000	0.000000
2.297729	1.859122	16.462154	0.000000	0.000000	0.000000
2.160926	0.109459	62.000889	0.000000	0.000000	0.000000
3.049997	2.148316	0.645789	0.000000	0.000000	0.000000
2.920120	1.305539	7.005467	0.000000	0.000000	0.000000
4.098223	1.404710	52.704294	0.000000	0.000000	0.000000
4.151930	0.636914	53.237037	0.000000	0.000000	0.000000
3.012297	3.993771	147.376803	0.000000	0.000000	0.000000
3.238364	2.260890	4.877588	0.000000	0.000000	0.000000
3.541444	2.375571	20.119270	0.000000	0.000000	0.000000
3.453776	1.824754	7.627661	0.000000	0.000000	0.000000
3.161593	0.853161	9.698206	0.000000	0.000000	0.000000
2.572501	0.393639	34.163599	0.000000	0.000000	0.000000
3.598077	2.807459	42.666385	0.000000	0.000000	0.000000
2.605164	1.483205	12.270181	0.000000	0.000000	0.000000
3.185368	1.749935	1.369762	0.000000	0.000000	0.000000
2.514719	1.205772	21.233168	0.000000	0.000000	0.000000
3.197943	3.192166	46.656415	0.000000	0.000000	0.000000
1.707170	1.443759	54.407461	0.000000	0.000000	0.000000
2.573479	0.082956	37.973815	0.000000	0.000000	0.000000
3.471501	0.676448	12.415715	0.000000	0.000000	0.000000
3.633859	0.078428	16.503251	0.000000	0.000000	0.000000
0.749060	0.803830	124.248492	0.000000	0.000000	0.000000
3.613043	4.016116	199.211744	0.000000	0.000000	0.000000
2.834942	2.375571	2.530504	0.000000	0.000000	0.000000
3.544934	2.081825	14.083212	0.000000	0.000000	0.000000
3.093432	1.343554	4.423597	0.000000	0.000000	0.000000
3.180963	1.749935	1.326915	0.000000	0.000000	0.000000
3.655371	2.626720	37.522941	0.000000	0.000000	0.000000
3.565490	2.265176	18.701805	0.000000	0.000000	0.000000
3.121004	1.270224	5.132729	0.000000	0.000000	0.000000
3.075995	2.426540	4.646695	0.000000	0.000000	0.000000
2.932603	2.174643	0.488529	0.000000	0.000000	0.000000
3.082480	2.644350	10.769441	0.000000	0.000000	0.000000
1.962885	2.193479	24.589178	0.000000	0.000000	0.000000
2.993825	2.434107	3.839104	0.000000	0.000000	0.000000
2.486269	2.356731	7.142684	0.000000	0.000000	0.000000
2.939167	2.640039	8.539815	0.000000	0.000000	0.000000
3.010276	2.717316	12.126763	0.000000	0.000000	0.000000
3.401778	1.715014	5.662448	0.000000	0.000000	0.000000
2.984762	1.832802	0.497204	0.000000	0.000000	0.000000
3.067124	2.196773	1.162177	0.000000	0.000000	0.000000
2.877803	0.398058	21.094566	0.000000	0.000000	0.000000
4.111504	1.301079	53.349551	0.000000	0.000000	0.000000
2.652664	1.777140	6.193606	0.000000	0.000000	0.000000
3.485966	1.483205	8.671031	0.000000	0.000000	0.000000
2.729524	1.706719	5.239629	0.000000	0.000000	0.000000
3.238364	2.260890	4.877588	0.000000	0.000000	0.000000
1.719183	2.254322	33.564636	0.000000	0.000000	0.000000
2.447942	2.591007	10.510862	0.000000	0.000000	0.000000
2.523504	2.812165	15.088627	0.000000	0.000000	0.000000
2.826895	2.631512	7.714377	0.000000	0.000000	0.000000
0.732287	0.440101	137.367417	0.000000	0.000000	0.000000
3.161593	2.069653	1.332985	0.000000	0.000000	0.000000
2.561829	1.302561	17.340755	0.000000	0.000000	0.000000
3.102826	1.442495	3.304150	0.000000	0.000000	0.000000
3.170596	0.997051	8.041361	0.000000	0.000000	0.000000
3.719462	0.853161	20.114135	0.000000	0.000000	0.000000
2.942759	2.718753	11.261403	0.000000	0.000000	0.000000
3.082518	2.086519	0.536421	0.000000	0.000000	0.000000
3.219935	1.678506	2.021889	0.000000	0.000000	0.000000
3.441920	1.764130	7.015865	0.000000	0.000000	0.000000
3.049997	2.148316	0.645789	0.000000	0.000000	0.000000
2.582454	1.274973	17.134095	0.000000	0.000000	0.000000
2.283510	0.429203	49.232332	0.000000	0.000000	0.000000
3.089969	2.994810	27.972001	0.000000	0.000000	0.000000
2.357876	1.083898	31.001405	0.000000	0.000000	0.000000
2.339342	1.222436	28.558894	0.000000	0.000000	0.000000
2.514719	1.205772	21.233168	0.000000	0.000000	0.000000
2.943642	2.152062	0.364098	0.000000	0.000000	0.000000
3.236311	2.260890	4.825773	0.000000	0.000000	0.000000
3.309502	0.353725	12.805869	0.000000	0.000000	0.000000
2.160926	0.109459	62.000889	0.000000	0.000000	0.000000
4.151930	0.636914	53.237037	0.000000	0.000000	0.000000
3.197943	3.192166	46.656415	0.000000	0.000000	0.000000
0.340468	1.405298	111.793481	0.000000	0.000000	0.000000
2.988703	2.187190	0.611050	0.000000	0.000000	0.000000
2.399056	0.111422	47.403428	0.000000	0.000000	0.000000
2.990880	2.204821	0.748656	0.000000	0.000000	0.000000
3.089027	1.343554	4.447616	0.000000	0.000000	0.000000
1.504841	2.999961	45.178150	0.000000	0.000000	0.000000
1.707848	2.275756	33.739839	0.000000	0.000000	0.000000
