40.365995,40.775374,41.009752,42.016902,42.859565,43.518809,43.984224,44.224538,44.852035,48.929159,49.957494,56.242653,56.842781,58.658011,58.717932,58.936884,59.334388,61.064206,64.189545,66.333413,74.242932,77.122139,78.155504,79.919244,83.663610,86.394646,88.212801,89.754969,97.476009,101.941339,123.981958,136.632701,158.239934,191.913506,199.023983,199.839138,312.314486,313.018146,349.622190,1204.867053,
9.086590,9.107754,9.190240,9.240093,9.334443,9.382696,9.431883,9.532859,9.541369,9.549808,9.590966,9.624369,9.748058,11.074835,11.185595,12.064371,13.123378,13.175477,13.328818,13.754902,14.435715,15.071937,15.222324,18.420681,19.099616,21.241666,22.829592,23.819380,23.853423,27.344204,32.250348,36.431015,37.642915,42.859565,51.631638,53.276015,64.189545,65.696372,86.394646,206.680416,
27.344204,28.368592,28.695892,29.756529,29.763599,31.919023,33.978635,34.184026,34.725858,38.152474,38.338314,38.680590,39.146948,39.258953,41.101252,41.865776,42.859565,44.531013,47.135445,49.294297,50.727378,52.199396,52.652846,55.226135,56.733050,59.241302,64.189545,66.712086,70.477940,74.936220,86.394646,126.233780,132.106678,132.449098,135.637814,147.172950,169.234408,169.784367,222.503216,2197.462854,
47.986406,50.300295,52.868434,54.349994,54.662896,55.483852,55.858516,58.242751,59.429703,61.179678,63.467729,64.189545,65.349027,65.635320,66.269534,68.455515,68.458676,71.045323,72.171692,85.226109,86.394646,89.693086,95.227528,95.241585,100.847138,105.012625,105.702277,107.254730,109.575431,116.670616,168.621480,215.379712,225.084049,231.040450,274.979615,277.536371,292.638412,439.756581,573.524145,3932.072725,
19.099616,19.735699,20.765696,21.067315,21.241666,21.628973,22.279973,22.439728,22.901442,23.695264,23.819380,23.853423,27.120052,27.344204,29.238762,30.692075,30.928588,31.300558,31.486851,31.919023,32.313265,36.431015,37.829081,38.614135,42.859565,43.400348,49.153524,52.375066,54.691294,55.568498,56.805287,57.746212,58.788567,63.051610,64.189545,68.038688,86.394646,86.627416,104.544352,885.759628,
12.136621,12.469177,12.735987,13.328818,13.518001,13.754902,13.814101,17.402176,18.420681,19.099616,21.097539,21.097539,21.241666,22.829592,23.819380,24.791978,25.798694,26.013880,26.071421,27.344204,29.579726,30.103871,31.043265,31.919023,35.966862,36.431015,42.859565,54.596302,59.923527,64.189545,67.512123,67.900673,67.900673,71.731631,71.731631,86.394646,130.544579,146.912588,148.815494,169.261281,
11.989028,12.065986,12.816167,13.328818,13.754902,13.910441,15.356563,15.838365,15.904512,15.913799,16.369203,16.668597,17.105709,18.420681,19.099616,19.555854,21.851492,22.233159,22.555733,22.725785,22.829592,23.024960,23.819380,23.853423,24.101408,27.080961,27.344204,28.691515,30.747885,31.919023,36.231017,36.431015,37.132792,42.859565,52.934028,64.189545,75.572602,85.283452,86.394646,181.598452,
8.525360,8.885303,8.949531,8.999619,9.107754,9.214123,9.240093,9.382696,9.532859,9.541369,9.549808,9.763742,9.912443,9.916996,10.391362,10.436396,10.905089,11.297412,11.604862,11.774170,13.754902,15.663179,17.697078,18.420681,19.099616,19.313522,21.241666,22.829592,23.819380,23.853423,27.192680,27.344204,32.838105,36.431015,42.859565,57.738049,58.783133,64.189545,86.394646,92.808178,
8.653822,8.674693,8.885303,9.107754,9.197679,9.240093,9.382696,9.431883,9.532859,9.541369,9.549808,9.635161,10.677824,10.911509,12.198225,13.058305,13.328818,13.558277,13.754902,13.799446,16.653328,17.873207,18.420681,19.099616,21.241666,22.829592,23.819380,23.853423,27.344204,29.756483,31.919023,32.541596,33.552097,36.431015,42.859565,48.744005,57.935040,58.557669,64.189545,86.394646,
9.903640,10.260676,10.294309,10.993297,11.030113,11.198430,11.347945,11.444116,11.596213,11.661341,11.777756,12.220653,12.865801,13.597798,13.754902,14.040130,14.050693,14.111942,14.769347,17.777978,18.025983,18.420681,18.587751,19.216084,19.591742,22.417953,23.171254,23.819380,23.853423,26.878259,27.344204,30.676052,31.919023,36.431015,42.859565,48.694074,53.803862,64.189545,86.394646,212.714643,
