16.561445,16.649238,16.838190,17.136320,17.300292,17.941199,18.052506,18.275945,18.332371,18.420681,18.692913,18.947655,19.099616,19.239489,19.710937,21.131038,21.241666,21.485157,21.741528,22.275883,23.497643,23.549425,23.597482,23.742181,23.819380,23.853423,24.312631,25.619850,25.629100,26.771887,27.344204,28.875396,28.950247,29.895519,31.668688,31.919023,33.492129,34.377896,34.437319,36.399143,36.431015,36.773668,37.193944,37.967721,38.415428,38.492749,40.365995,40.775374,41.009752,42.016902,42.859565,43.518809,44.224538,44.852035,49.957494,51.544726,56.242653,56.842781,58.658011,58.717932,58.936884,59.334388,61.064206,64.189545,65.086460,73.083594,77.122139,77.344199,79.919244,83.663610,86.394646,94.952461,123.981958,136.632701,190.539701,193.188316,199.839138,294.755334,346.976334,897.473261,
4.672829,4.700480,4.727388,4.736198,4.736198,4.736198,4.744932,4.744932,4.762174,4.770685,4.770685,4.770685,4.770685,4.770685,4.770685,4.779123,4.787492,4.787492,4.795791,4.795791,4.795791,4.804021,4.804021,4.820282,4.820282,4.823976,4.828314,5.480644,5.861949,6.428519,6.488733,6.528279,6.595873,6.740403,7.339089,8.363713,8.468213,8.525360,8.702102,8.788898,8.885303,9.005073,9.086590,9.107754,9.190240,9.240093,9.382696,9.431883,9.476665,9.532859,9.541369,9.549808,9.590966,9.624369,10.648464,11.074835,13.123378,13.175477,13.328818,13.754902,14.435715,15.071937,15.222324,18.420681,19.099616,21.241666,22.829592,23.819380,23.853423,27.344204,31.919023,33.517726,36.431015,42.859565,51.288351,52.934028,64.189545,65.696372,86.394646,203.814290,
7.703100,7.711734,7.806424,8.037220,8.240085,8.525360,8.642989,8.714421,8.885303,9.107754,9.240093,9.382696,9.431883,9.532859,9.541369,9.549808,9.565963,9.593612,9.624369,9.880285,10.472616,10.582496,11.358752,12.289686,13.280841,13.328818,13.754902,14.140910,14.188245,14.365926,16.746582,18.409636,18.416884,18.420681,19.099616,19.907620,21.241666,21.749466,22.481928,23.064368,23.819380,23.853423,24.765021,24.898525,26.496928,27.344204,28.368592,28.695892,29.756529,29.763599,31.919023,33.978635,34.184026,34.725858,38.152474,38.338314,38.680590,39.146948,41.101252,41.865776,42.859565,44.531013,49.294297,50.727378,52.652846,55.226135,56.733050,59.241302,64.189545,66.712086,70.477940,74.936220,86.394646,126.233780,132.106678,132.449098,135.637814,147.172950,222.503216,1677.336951,
14.745719,14.882070,14.905702,16.284346,16.645284,18.420681,18.907957,19.005845,19.099616,19.950118,20.660231,21.241666,21.548526,21.653667,23.819380,23.853423,24.620729,25.432006,25.438295,25.904929,26.743408,26.959719,27.344204,28.104727,28.417190,28.891193,29.657213,31.919023,32.805314,33.644188,33.806631,33.981494,36.307795,36.396191,36.431015,36.709524,37.676242,38.073911,40.187063,40.544595,40.780790,42.859565,44.836479,46.376314,47.986406,52.868434,52.934028,54.349994,55.483852,55.858516,58.242751,61.179678,63.467729,64.189545,64.688760,65.349027,65.635320,66.269534,68.458676,72.171692,85.226109,86.394646,87.759647,87.876561,95.227528,95.241585,99.494406,105.702277,107.254730,107.851407,168.621480,209.160875,225.084049,227.822896,274.979615,277.536371,292.638412,439.756581,568.768576,3778.135766,
6.485888,7.430500,7.518123,7.888560,8.066045,8.349957,8.525360,8.577234,8.580168,8.885303,9.043577,9.107754,9.240093,9.288782,9.345658,9.382696,9.411829,9.431883,9.524348,9.532859,9.541369,9.549808,9.624369,9.769584,9.821783,10.144939,10.289944,10.295968,10.466064,11.802925,11.847632,11.855622,11.859964,12.054442,13.230899,13.316936,13.414550,13.754902,13.759507,14.155497,14.723590,15.133740,15.485350,15.619658,17.013793,17.050720,18.420681,19.099616,19.272608,19.735699,21.067315,21.241666,21.628973,22.279973,22.901442,23.695264,23.819380,23.853423,23.978204,27.120052,27.344204,27.915844,30.692075,30.928588,31.300558,31.919023,36.431015,38.614135,42.859565,52.375066,55.568498,56.805287,57.746212,62.184485,63.671413,64.189545,86.394646,86.627416,104.544352,740.402861,
4.595120,4.595120,4.595120,4.624973,4.624973,4.700480,4.736198,4.736198,4.736198,4.736198,4.762174,4.770685,4.770685,4.770685,4.770685,4.770685,4.770685,4.770685,4.779123,4.787492,4.787492,4.804021,4.812184,4.820282,4.828314,4.828314,5.048791,5.215236,5.959727,8.482188,8.482188,8.525360,8.885303,9.021719,9.107754,9.240093,9.382696,9.400961,9.431883,9.532859,9.541369,9.549808,9.624369,11.107339,11.306590,12.136621,12.469177,13.328818,13.754902,17.402176,18.420681,19.099616,21.097539,21.097539,21.241666,22.829592,23.502402,23.819380,24.791978,26.013880,27.344204,29.579726,29.579726,30.103871,31.919023,36.431015,42.859565,54.596302,59.073108,64.189545,67.512123,67.900673,67.900673,71.731631,71.731631,73.174549,86.394646,140.288180,148.156308,169.261281,
4.595120,4.595120,4.595120,4.595120,4.595120,4.624973,4.624973,4.682131,4.736198,4.736198,4.736198,4.736198,4.762174,4.770685,4.770685,4.770685,4.770685,4.770685,4.770685,4.770685,4.779123,4.787492,4.787492,4.804021,4.812184,4.820282,4.828314,4.828314,5.235384,5.587387,5.605543,5.727506,5.768689,5.807655,6.246393,7.263363,7.273172,7.379260,8.525360,8.555627,8.885303,9.107754,9.240093,9.382696,9.431883,9.532859,9.541369,9.549808,9.624369,9.666743,13.328818,13.754902,13.910441,14.427889,16.668597,18.420681,19.099616,19.555854,21.851492,22.233159,22.555733,22.725785,22.829592,23.819380,23.853423,24.101408,27.080961,27.344204,30.747885,31.919023,36.231017,36.431015,37.132792,42.859565,52.934028,64.189545,66.353082,75.572602,86.394646,162.284625,
4.595120,4.595120,4.595120,4.595120,4.595120,4.624973,4.624973,4.680898,4.736198,4.736198,4.736198,4.736198,4.762174,4.770685,4.770685,4.770685,4.770685,4.770685,4.770685,4.770685,4.779123,4.787492,4.787492,4.795791,4.795791,4.804021,4.812184,4.820282,4.828314,5.027142,5.051618,5.149044,5.215338,5.435003,5.465814,5.465814,5.671224,5.795334,6.181395,6.188545,6.214224,6.356108,6.480758,7.224511,7.269461,7.711664,7.736436,8.525360,8.885303,8.949531,8.999619,9.107754,9.214123,9.240093,9.382696,9.431883,9.532859,9.541369,9.549808,9.916996,10.905089,11.297412,13.754902,15.663179,17.697078,18.420681,19.099616,21.241666,22.829592,23.819380,23.853423,27.344204,31.919023,36.431015,42.859565,57.738049,58.783133,64.189545,86.017376,86.394646,
4.624973,4.669909,4.736198,4.736198,4.736198,4.762174,4.770685,4.770685,4.770685,4.770685,4.770685,4.770685,4.770685,4.779123,4.787492,4.787492,4.804021,4.812184,4.820282,4.828314,4.828314,5.001012,5.001012,5.177753,5.257326,5.443273,5.892133,5.897186,5.962709,6.248316,6.250791,6.356108,6.569291,6.656302,6.662280,6.662280,6.692002,6.721129,6.805171,6.910178,6.947682,7.305377,7.433439,7.467444,8.525360,8.625812,8.653822,8.885303,9.107754,9.240093,9.382696,9.431883,9.532859,9.541369,9.549808,9.635161,10.677824,10.911509,11.382199,12.198225,12.269038,13.328818,13.754902,13.799446,16.653328,18.420681,19.099616,21.241666,21.960108,22.829592,23.819380,23.853423,27.344204,29.756483,31.919023,36.431015,42.859565,57.935040,64.189545,86.394646,
4.779123,4.787492,4.787492,4.804021,4.804021,4.804021,4.812184,4.820282,4.828314,4.828314,4.860871,4.921767,5.024725,5.159637,5.163934,5.189015,5.537380,5.665600,5.714830,5.772440,5.826339,6.162598,6.238325,7.241518,7.935666,8.005075,8.114217,8.203568,8.447819,8.525360,8.885303,8.984246,8.996205,9.065199,9.086590,9.223778,9.240093,9.288782,9.307921,9.382696,9.431883,9.532859,9.541369,9.544853,9.549808,9.656627,9.903640,10.260676,10.294309,10.613254,10.993297,11.198430,11.777756,12.220653,13.328818,13.585975,13.597798,13.754902,14.040130,14.050693,14.111942,18.420681,18.587751,19.216084,19.591742,22.417953,22.829592,23.171254,23.819380,23.853423,27.344204,30.676052,31.919023,36.431015,42.859565,48.694074,53.803862,64.189545,86.394646,209.391399,
