14.000000,14.000000,14.000000,18.000000,63.403962,70.748191,
40.846026,41.681644,43.000000,54.186137,68.796264,629.646872,
16.880100,19.461076,20.256120,20.649670,33.197529,710.675198,
29.379739,33.542970,51.521681,60.000000,248.464721,737.677709,
10.000000,11.000000,11.000000,23.325697,33.728170,52.000000,
62.807261,80.460890,111.882055,120.887094,181.000123,1013.218977,
23.303215,25.000000,27.000000,35.000000,45.338118,218.805567,
15.000000,17.000000,20.992116,24.523022,33.298978,35.000000,
13.597105,14.353328,14.931065,20.705346,31.749226,705.219792,
40.000000,40.000000,42.158210,47.000000,71.575897,112.000000,
24.000000,24.000000,25.000000,37.085453,40.568646,84.969442,
8.289444,9.652089,10.180882,10.365189,14.650538,124.045896,
0.287348,0.313470,0.348300,0.400546,0.461498,1.008708,
3.772083,7.004257,8.470202,9.034290,10.648580,11.482535,
3.879776,4.177558,4.857626,5.000000,5.224415,16.307849,
3.925629,4.000000,5.073317,7.950446,8.551278,11.377890,
9.774583,9.977502,11.224690,16.040341,21.863169,104.840360,
15.000000,17.580053,18.000000,32.226051,38.054421,119.930722,
16.215929,19.655671,26.273415,32.112630,35.026197,199.385810,
19.953428,23.000000,33.000000,39.000000,46.000000,105.763730,
1.065200,1.272264,1.911196,2.332484,4.485631,5.000000,
17.926452,18.525037,19.211150,21.000000,34.991737,120.041812,
11.000000,11.000000,16.000000,16.277210,55.552677,57.330415,
36.191461,49.151583,57.000000,130.000000,223.922485,273.271651,
6.000000,7.000000,10.886315,15.329458,18.170035,37.682085,
31.449258,38.607735,45.324993,57.000000,65.342481,90.297504,
7.409958,8.000000,11.641896,17.167084,36.414911,236.345100,
46.000000,46.000000,47.926840,51.943148,76.653489,213.442096,
17.136235,22.450724,29.000000,34.000000,35.169749,76.499779,
17.393674,23.673104,37.728670,39.000000,64.000000,224.808918,
18.726474,22.707122,25.456382,39.243816,56.179421,986.081193,
2.074143,2.173823,3.000000,9.149429,20.000000,24.516636,
1.196101,1.355581,1.355581,3.391702,3.981026,9.239220,
14.000000,21.000000,37.000000,46.444182,59.335745,75.722581,
18.000000,19.000000,21.000000,23.000000,34.100319,55.503483,
10.150345,10.745559,14.601522,22.550668,32.236677,534.337857,
20.945944,24.666639,24.765840,26.000000,37.253485,136.561014,
22.257199,26.000000,31.000000,62.220818,253.393653,498.880565,
19.000000,20.490266,23.018884,23.519295,62.223260,94.602185,
61.897541,72.157287,110.376134,119.136126,177.838596,985.810564,
15.270427,18.000000,22.000000,24.000000,28.125294,117.462494,
9.919199,10.731391,11.572399,19.928412,20.639242,244.521814,
19.299661,24.649740,27.289267,29.025462,31.629437,68.324968,
9.729177,12.433811,15.345018,19.000000,67.539374,263.163334,
21.000000,25.000000,32.535843,36.458783,37.943706,41.000000,
21.400221,24.709090,34.061413,37.000000,37.203464,397.038187,
17.368199,27.559255,28.771488,38.288983,97.958421,121.759865,
23.583730,23.625936,29.166730,33.000000,37.300556,38.448654,
18.000000,19.641546,22.000000,28.000000,39.909846,59.606036,
4.000000,4.000000,5.000000,7.420211,10.119378,47.094269,
22.939050,26.265095,32.453939,42.668446,51.000000,424.537642,
9.000000,9.086264,16.137827,16.641839,21.971980,42.000000,
13.182635,14.333265,19.000000,29.311731,35.378201,46.260516,
7.597369,8.565555,10.000000,14.000000,15.236463,16.722358,
16.000000,18.347775,19.000000,20.937322,24.926265,32.525490,
3.681793,3.908541,8.635490,9.786889,11.972937,26.500768,
21.556687,23.000000,34.489623,55.913831,57.000000,60.387070,
25.614763,26.146524,35.489460,42.034484,56.853893,281.734218,
8.258850,10.202109,11.741572,14.574442,20.232991,30.070483,
15.747340,18.000000,21.365261,22.000000,24.231245,246.465312,
40.910041,41.000000,50.000000,89.589610,97.835627,340.838739,
20.423849,21.832391,28.071126,35.000000,48.861155,442.464323,
3.098968,3.450829,3.456772,6.881532,16.903550,18.287437,
6.075662,7.558706,9.681796,10.991101,19.797684,21.728494,
4.957924,5.123558,5.205820,6.776520,16.635120,21.215562,
37.302076,40.920383,58.000000,86.547398,87.561973,101.211322,
11.996407,14.000000,26.518373,32.311319,56.728152,249.899774,
7.578954,7.859604,13.229171,16.624717,21.728373,44.745713,
11.000000,11.127163,12.000000,12.438109,15.619130,150.222379,
17.000000,17.578785,19.966163,29.123878,31.171974,164.193288,
9.379211,10.031705,10.783914,16.478456,18.490445,44.294358,
15.174931,16.000000,16.151313,19.480209,24.409966,24.922740,
18.000000,18.329960,29.043033,38.029358,43.000000,104.728750,
32.057757,35.581286,52.539102,58.560317,78.560521,1474.696240,
13.000000,15.000000,19.000000,19.089711,24.687214,185.781437,
10.970188,13.383630,16.455283,74.144512,78.550994,100.852416,
7.078484,9.009067,11.875514,13.946824,20.232299,28.029838,
